values,time_s,h,m,s
0.13,4:50:20,4,50,20
0.13,4:50:40,4,50,40
0.03,4:51:00,4,51,0
0.03,4:51:20,4,51,20
0.13,4:51:40,4,51,40
0.11,4:52:00,4,52,0
0.05,4:52:20,4,52,20
0.04,4:52:40,4,52,40
0.12,4:53:00,4,53,0
0.03,4:53:20,4,53,20
0.13,4:53:40,4,53,40
0.02,4:54:00,4,54,0
0.14,4:54:20,4,54,20
0.05,4:54:40,4,54,40
0.11,4:55:00,4,55,0
0.13,4:55:20,4,55,20
0.03,4:55:40,4,55,40
0.11,4:56:00,4,56,0
0.05,4:56:20,4,56,20
0.07,4:56:40,4,56,40
0.09,4:57:00,4,57,0
0.04,4:57:20,4,57,20
0.12,4:57:40,4,57,40
0.1,4:58:00,4,58,0
0.06,4:58:20,4,58,20
0.02,4:58:40,4,58,40
0.14,4:59:00,4,59,0
0.09,4:59:20,4,59,20
0.07,4:59:40,4,59,40
0.11,5:00:00,5,0,0
0.05,5:00:20,5,0,20
0.07,5:00:40,5,0,40
0.09,5:01:00,5,1,0
0.03,5:01:20,5,1,20
0.13,5:01:40,5,1,40
0.03,5:02:00,5,2,0
0.13,5:02:20,5,2,20
0.07,5:02:40,5,2,40
0.09,5:03:00,5,3,0
0.04,5:03:20,5,3,20
0.12,5:03:40,5,3,40
0.13,5:04:00,5,4,0
0.03,5:04:20,5,4,20
0.1,5:04:40,5,4,40
0.06,5:05:00,5,5,0
0.08,5:05:20,5,5,20
0.08,5:05:40,5,5,40
0.06,5:06:00,5,6,0
0.1,5:06:20,5,6,20
0.02,5:06:40,5,6,40
0.14,5:07:00,5,7,0
0.01,5:07:20,5,7,20
0.15,5:07:40,5,7,40
0.05,5:08:00,5,8,0
0.11,5:08:20,5,8,20
0.05,5:08:40,5,8,40
0.11,5:09:00,5,9,0
0.05,5:09:20,5,9,20
0.11,5:09:40,5,9,40
0.05,5:10:00,5,10,0
0.11,5:10:20,5,10,20
0.01,5:10:40,5,10,40
0.15,5:11:00,5,11,0
0.03,5:11:20,5,11,20
0.13,5:11:40,5,11,40
0.03,5:12:00,5,12,0
0.13,5:12:20,5,12,20
0.09,5:12:40,5,12,40
0.07,5:13:00,5,13,0
0.03,5:13:20,5,13,20
0.13,5:13:40,5,13,40
0.04,5:14:00,5,14,0
0.12,5:14:20,5,14,20
0.04,5:14:40,5,14,40
0.12,5:15:00,5,15,0
0.1,5:15:20,5,15,20
0.06,5:15:40,5,15,40
0.02,5:16:00,5,16,0
0.14,5:16:20,5,16,20
0.03,5:16:40,5,16,40
0.13,5:17:00,5,17,0
0.08,5:17:20,5,17,20
0.08,5:17:40,5,17,40
0.11,5:18:00,5,18,0
0.05,5:18:20,5,18,20
0.05,5:18:40,5,18,40
0.11,5:19:00,5,19,0
0.11,5:19:20,5,19,20
0.05,5:19:40,5,19,40
0.01,5:20:00,5,20,0
0.15,5:20:20,5,20,20
0.08,5:20:40,5,20,40
0.08,5:21:00,5,21,0
0.11,5:21:20,5,21,20
0.05,5:21:40,5,21,40
0.09,5:22:00,5,22,0
0.07,5:22:20,5,22,20
0.05,5:22:40,5,22,40
0.11,5:23:00,5,23,0
0.01,5:23:20,5,23,20
0.15,5:23:40,5,23,40
0.07,5:24:00,5,24,0
0.09,5:24:20,5,24,20
0.06,5:24:40,5,24,40
0.1,5:25:00,5,25,0
0.04,5:25:20,5,25,20
0.12,5:25:40,5,25,40
0.03,5:26:00,5,26,0
0.13,5:26:20,5,26,20
0.05,5:26:40,5,26,40
0.11,5:27:00,5,27,0
0.07,5:27:20,5,27,20
0.09,5:27:40,5,27,40
0.03,5:28:00,5,28,0
0.13,5:28:20,5,28,20
0.04,5:28:40,5,28,40
0.12,5:29:00,5,29,0
0.1,5:29:20,5,29,20
0.06,5:29:40,5,29,40
0.07,5:30:00,5,30,0
0.09,5:30:20,5,30,20
0.09,5:30:40,5,30,40
0.07,5:31:00,5,31,0
0.06,5:31:20,5,31,20
0.1,5:31:40,5,31,40
0.05,5:32:00,5,32,0
0.11,5:32:20,5,32,20
0.11,5:32:40,5,32,40
0.05,5:33:00,5,33,0
0.05,5:33:20,5,33,20
0.11,5:33:40,5,33,40
0.05,5:34:00,5,34,0
0.11,5:34:20,5,34,20
0.09,5:34:40,5,34,40
0.07,5:35:00,5,35,0
0.03,5:35:20,5,35,20
0.13,5:35:40,5,35,40
0.03,5:36:00,5,36,0
0.13,5:36:20,5,36,20
0.11,5:36:40,5,36,40
0.05,5:37:00,5,37,0
0.07,5:37:20,5,37,20
0.09,5:37:40,5,37,40
0.03,5:38:00,5,38,0
0.13,5:38:20,5,38,20
0.1,5:38:40,5,38,40
0.06,5:39:00,5,39,0
0.03,5:39:20,5,39,20
0.13,5:39:40,5,39,40
0.1,5:40:00,5,40,0
0.06,5:40:20,5,40,20
0.03,5:40:40,5,40,40
0.13,5:41:00,5,41,0
0.02,5:41:20,5,41,20
0.14,5:41:40,5,41,40
0.1,5:42:00,5,42,0
0.06,5:42:20,5,42,20
0.08,5:42:40,5,42,40
0.08,5:43:00,5,43,0
0.07,5:43:20,5,43,20
0.09,5:43:40,5,43,40
0.07,5:44:00,5,44,0
0.09,5:44:20,5,44,20
0.04,5:44:40,5,44,40
0.12,5:45:00,5,45,0
0.02,5:45:20,5,45,20
0.14,5:45:40,5,45,40
0.08,5:46:00,5,46,0
0.08,5:46:20,5,46,20
0.13,5:46:40,5,46,40
0.03,5:47:00,5,47,0
0.09,5:47:20,5,47,20
0.07,5:47:40,5,47,40
0.08,5:48:00,5,48,0
0.08,5:48:20,5,48,20
0.11,5:48:40,5,48,40
0.05,5:49:00,5,49,0
0.09,5:49:20,5,49,20
0.07,5:49:40,5,49,40
0.08,5:50:00,5,50,0
0.08,5:50:20,5,50,20
0.11,5:50:40,5,50,40
0.05,5:51:00,5,51,0
0.1,5:51:20,5,51,20
0.06,5:51:40,5,51,40
0.07,5:52:00,5,52,0
0.09,5:52:20,5,52,20
0.04,5:52:40,5,52,40
0.12,5:53:00,5,53,0
0.11,5:53:20,5,53,20
0.05,5:53:40,5,53,40
0.13,5:54:00,5,54,0
0.03,5:54:20,5,54,20
0.06,5:54:40,5,54,40
0.1,5:55:00,5,55,0
0.09,5:55:20,5,55,20
0.07,5:55:40,5,55,40
0.09,5:56:00,5,56,0
0.07,5:56:20,5,56,20
0.13,5:56:40,5,56,40
0.03,5:57:00,5,57,0
0.03,5:57:20,5,57,20
0.13,5:57:40,5,57,40
0.1,5:58:00,5,58,0
0.06,5:58:20,5,58,20
0.04,5:58:40,5,58,40
0.12,5:59:00,5,59,0
0.01,5:59:20,5,59,20
0.15,5:59:40,5,59,40
0.06,6:00:00,6,0,0
0.1,6:00:20,6,0,20
0.05,6:00:40,6,0,40
0.11,6:01:00,6,1,0
0.11,6:01:20,6,1,20
0.05,6:01:40,6,1,40
0.03,6:02:00,6,2,0
0.13,6:02:20,6,2,20
0.11,6:02:40,6,2,40
0.05,6:03:00,6,3,0
0.13,6:03:20,6,3,20
0.03,6:03:40,6,3,40
0.04,6:04:00,6,4,0
0.12,6:04:20,6,4,20
0.06,6:04:40,6,4,40
0.1,6:05:00,6,5,0
0.11,6:05:20,6,5,20
0.05,6:05:40,6,5,40
0.06,6:06:00,6,6,0
0.1,6:06:20,6,6,20
0.05,6:06:40,6,6,40
0.11,6:07:00,6,7,0
0.09,6:07:20,6,7,20
0.07,6:07:40,6,7,40
0.11,6:08:00,6,8,0
0.05,6:08:20,6,8,20
0.05,6:08:40,6,8,40
0.11,6:09:00,6,9,0
0.13,6:09:20,6,9,20
0.03,6:09:40,6,9,40
0.06,6:10:00,6,10,0
0.1,6:10:20,6,10,20
0.03,6:10:40,6,10,40
0.13,6:11:00,6,11,0
0.13,6:11:20,6,11,20
0.03,6:11:40,6,11,40
0.01,6:12:00,6,12,0
0.15,6:12:20,6,12,20
0.05,6:12:40,6,12,40
0.11,6:13:00,6,13,0
0.03,6:13:20,6,13,20
0.13,6:13:40,6,13,40
0.08,6:14:00,6,14,0
0.08,6:14:20,6,14,20
0.04,6:14:40,6,14,40
0.12,6:15:00,6,15,0
0.08,6:15:20,6,15,20
0.08,6:15:40,6,15,40
0.04,6:16:00,6,16,0
0.12,6:16:20,6,16,20
0.1,6:16:40,6,16,40
0.06,6:17:00,6,17,0
0.02,6:17:20,6,17,20
0.14,6:17:40,6,17,40
0.06,6:18:00,6,18,0
0.1,6:18:20,6,18,20
0.09,6:18:40,6,18,40
0.07,6:19:00,6,19,0
0.11,6:19:20,6,19,20
0.05,6:19:40,6,19,40
0.09,6:20:00,6,20,0
0.07,6:20:20,6,20,20
0.04,6:20:40,6,20,40
0.12,6:21:00,6,21,0
0.02,6:21:20,6,21,20
0.14,6:21:40,6,21,40
0.01,6:22:00,6,22,0
0.15,6:22:20,6,22,20
0.05,6:22:40,6,22,40
0.11,6:23:00,6,23,0
0.06,6:23:20,6,23,20
0.1,6:23:40,6,23,40
0.08,6:24:00,6,24,0
0.08,6:24:20,6,24,20
0.03,6:24:40,6,24,40
0.13,6:25:00,6,25,0
0.13,6:25:20,6,25,20
0.03,6:25:40,6,25,40
0.11,6:26:00,6,26,0
0.05,6:26:20,6,26,20
0.07,6:26:40,6,26,40
0.09,6:27:00,6,27,0
0.03,6:27:20,6,27,20
0.13,6:27:40,6,27,40
0.07,6:28:00,6,28,0
0.09,6:28:20,6,28,20
0.08,6:28:40,6,28,40
0.08,6:29:00,6,29,0
0.08,6:29:20,6,29,20
0.08,6:29:40,6,29,40
0.05,6:30:00,6,30,0
0.11,6:30:20,6,30,20
0.09,6:30:40,6,30,40
0.07,6:31:00,6,31,0
0.02,6:31:20,6,31,20
0.14,6:31:40,6,31,40
0.02,6:32:00,6,32,0
0.14,6:32:20,6,32,20
0.04,6:32:40,6,32,40
0.12,6:33:00,6,33,0
0.06,6:33:20,6,33,20
0.1,6:33:40,6,33,40
0.13,6:34:00,6,34,0
0.03,6:34:20,6,34,20
0.04,6:34:40,6,34,40
0.12,6:35:00,6,35,0
0.06,6:35:20,6,35,20
0.1,6:35:40,6,35,40
0.05,6:36:00,6,36,0
0.11,6:36:20,6,36,20
0.07,6:36:40,6,36,40
0.09,6:37:00,6,37,0
0.05,6:37:20,6,37,20
0.11,6:37:40,6,37,40
0.07,6:38:00,6,38,0
0.09,6:38:20,6,38,20
0.01,6:38:40,6,38,40
0.15,6:39:00,6,39,0
0.13,6:39:20,6,39,20
0.03,6:39:40,6,39,40
0.04,6:40:00,6,40,0
0.12,6:40:20,6,40,20
0.13,6:40:40,6,40,40
0.03,6:41:00,6,41,0
0.05,6:41:20,6,41,20
0.11,6:41:40,6,41,40
0.05,6:42:00,6,42,0
0.11,6:42:20,6,42,20
0.06,6:42:40,6,42,40
0.1,6:43:00,6,43,0
0.1,6:43:20,6,43,20
0.06,6:43:40,6,43,40
0.06,6:44:00,6,44,0
0.1,6:44:20,6,44,20
0.11,6:44:40,6,44,40
0.05,6:45:00,6,45,0
0.13,6:45:20,6,45,20
0.03,6:45:40,6,45,40
0.06,6:46:00,6,46,0
0.1,6:46:20,6,46,20
0.09,6:46:40,6,46,40
0.07,6:47:00,6,47,0
0.05,6:47:20,6,47,20
0.11,6:47:40,6,47,40
0.02,6:48:00,6,48,0
0.14,6:48:20,6,48,20
0.11,6:48:40,6,48,40
0.05,6:49:00,6,49,0
0.05,6:49:20,6,49,20
0.11,6:49:40,6,49,40
0.03,6:50:00,6,50,0
0.13,6:50:20,6,50,20
0.02,6:50:40,6,50,40
0.14,6:51:00,6,51,0
0.08,6:51:20,6,51,20
0.08,6:51:40,6,51,40
0.13,6:52:00,6,52,0
0.03,6:52:20,6,52,20
0.08,6:52:40,6,52,40
0.08,6:53:00,6,53,0
0.1,6:53:20,6,53,20
0.06,6:53:40,6,53,40
0.03,6:54:00,6,54,0
0.13,6:54:20,6,54,20
0.08,6:54:40,6,54,40
0.08,6:55:00,6,55,0
0.07,6:55:20,6,55,20
0.09,6:55:40,6,55,40
0.01,6:56:00,6,56,0
0.15,6:56:20,6,56,20
0.05,6:56:40,6,56,40
0.11,6:57:00,6,57,0
0.01,6:57:20,6,57,20
0.15,6:57:40,6,57,40
0.06,6:58:00,6,58,0
0.1,6:58:20,6,58,20
0.05,6:58:40,6,58,40
0.11,6:59:00,6,59,0
0.04,6:59:20,6,59,20
0.12,6:59:40,6,59,40
0.04,7:00:00,7,0,0
0.12,7:00:20,7,0,20
0.08,7:00:40,7,0,40
0.08,7:01:00,7,1,0
0.03,7:01:20,7,1,20
0.13,7:01:40,7,1,40
0.09,7:02:00,7,2,0
0.07,7:02:20,7,2,20
0.06,7:02:40,7,2,40
0.1,7:03:00,7,3,0
0.04,7:03:20,7,3,20
0.12,7:03:40,7,3,40
0.1,7:04:00,7,4,0
0.06,7:04:20,7,4,20
0.01,7:04:40,7,4,40
0.15,7:05:00,7,5,0
0.02,7:05:20,7,5,20
0.14,7:05:40,7,5,40
0.08,7:06:00,7,6,0
0.08,7:06:20,7,6,20
0.11,7:06:40,7,6,40
0.05,7:07:00,7,7,0
0.03,7:07:20,7,7,20
0.13,7:07:40,7,7,40
0.04,7:08:00,7,8,0
0.12,7:08:20,7,8,20
0.1,7:08:40,7,8,40
0.06,7:09:00,7,9,0
0.09,7:09:20,7,9,20
0.07,7:09:40,7,9,40
0.02,7:10:00,7,10,0
0.14,7:10:20,7,10,20
0.11,7:10:40,7,10,40
0.05,7:11:00,7,11,0
0.05,7:11:20,7,11,20
0.11,7:11:40,7,11,40
0.11,7:12:00,7,12,0
0.05,7:12:20,7,12,20
0.08,7:12:40,7,12,40
0.08,7:13:00,7,13,0
0.03,7:13:20,7,13,20
0.13,7:13:40,7,13,40
0.08,7:14:00,7,14,0
0.08,7:14:20,7,14,20
0.09,7:14:40,7,14,40
0.07,7:15:00,7,15,0
0.01,7:15:20,7,15,20
0.15,7:15:40,7,15,40
0.07,7:16:00,7,16,0
0.09,7:16:20,7,16,20
0.07,7:16:40,7,16,40
0.09,7:17:00,7,17,0
0.11,7:17:20,7,17,20
0.05,7:17:40,7,17,40
0.04,7:18:00,7,18,0
0.12,7:18:20,7,18,20
0.01,7:18:40,7,18,40
0.15,7:19:00,7,19,0
0.1,7:19:20,7,19,20
0.06,7:19:40,7,19,40
0.1,7:20:00,7,20,0
0.06,7:20:20,7,20,20
0.05,7:20:40,7,20,40
0.11,7:21:00,7,21,0
0.02,7:21:20,7,21,20
0.14,7:21:40,7,21,40
0.11,7:22:00,7,22,0
0.05,7:22:20,7,22,20
0.08,7:22:40,7,22,40
0.08,7:23:00,7,23,0
0.08,7:23:20,7,23,20
0.08,7:23:40,7,23,40
0.05,7:24:00,7,24,0
0.11,7:24:20,7,24,20
0.03,7:24:40,7,24,40
0.13,7:25:00,7,25,0
0.05,7:25:20,7,25,20
0.11,7:25:40,7,25,40
0.05,7:26:00,7,26,0
0.11,7:26:20,7,26,20
0.13,7:26:40,7,26,40
0.03,7:27:00,7,27,0
0.08,7:27:20,7,27,20
0.08,7:27:40,7,27,40
0.09,7:28:00,7,28,0
0.07,7:28:20,7,28,20
0.05,7:28:40,7,28,40
0.11,7:29:00,7,29,0
0.11,7:29:20,7,29,20
0.05,7:29:40,7,29,40
0.13,7:30:00,7,30,0
0.03,7:30:20,7,30,20
0.09,7:30:40,7,30,40
0.07,7:31:00,7,31,0
0.1,7:31:20,7,31,20
0.06,7:31:40,7,31,40
0.08,7:32:00,7,32,0
0.08,7:32:20,7,32,20
0.03,7:32:40,7,32,40
0.13,7:33:00,7,33,0
0.13,7:33:20,7,33,20
0.03,7:33:40,7,33,40
0.08,7:34:00,7,34,0
0.08,7:34:20,7,34,20
0.09,7:34:40,7,34,40
0.07,7:35:00,7,35,0
0.05,7:35:20,7,35,20
0.11,7:35:40,7,35,40
0.11,7:36:00,7,36,0
0.05,7:36:20,7,36,20
0.09,7:36:40,7,36,40
0.07,7:37:00,7,37,0
0.07,7:37:20,7,37,20
0.09,7:37:40,7,37,40
0.03,7:38:00,7,38,0
0.13,7:38:20,7,38,20
0.03,7:38:40,7,38,40
0.13,7:39:00,7,39,0
0.04,7:39:20,7,39,20
0.12,7:39:40,7,39,40
0.11,7:40:00,7,40,0
0.05,7:40:20,7,40,20
0.1,7:40:40,7,40,40
0.06,7:41:00,7,41,0
0.05,7:41:20,7,41,20
0.11,7:41:40,7,41,40
0.08,7:42:00,7,42,0
0.08,7:42:20,7,42,20
0.08,7:42:40,7,42,40
0.08,7:43:00,7,43,0
0.06,7:43:20,7,43,20
0.1,7:43:40,7,43,40
0.08,7:44:00,7,44,0
0.08,7:44:20,7,44,20
0.04,7:44:40,7,44,40
0.12,7:45:00,7,45,0
0.09,7:45:20,7,45,20
0.07,7:45:40,7,45,40
0.11,7:46:00,7,46,0
0.05,7:46:20,7,46,20
0.05,7:46:40,7,46,40
0.11,7:47:00,7,47,0
0.09,7:47:20,7,47,20
0.07,7:47:40,7,47,40
0.1,7:48:00,7,48,0
0.06,7:48:20,7,48,20
0.08,7:48:40,7,48,40
0.08,7:49:00,7,49,0
0.03,7:49:20,7,49,20
0.13,7:49:40,7,49,40
0.04,7:50:00,7,50,0
0.12,7:50:20,7,50,20
0.13,7:50:40,7,50,40
0.03,7:51:00,7,51,0
0.1,7:51:20,7,51,20
0.06,7:51:40,7,51,40
0.02,7:52:00,7,52,0
0.14,7:52:20,7,52,20
0.08,7:52:40,7,52,40
0.08,7:53:00,7,53,0
0.03,7:53:20,7,53,20
0.13,7:53:40,7,53,40
0.08,7:54:00,7,54,0
0.08,7:54:20,7,54,20
0.06,7:54:40,7,54,40
0.1,7:55:00,7,55,0
0.1,7:55:20,7,55,20
0.06,7:55:40,7,55,40
0.13,7:56:00,7,56,0
0.03,7:56:20,7,56,20
0.06,7:56:40,7,56,40
0.1,7:57:00,7,57,0
0.07,7:57:20,7,57,20
0.09,7:57:40,7,57,40
0.1,7:58:00,7,58,0
0.06,7:58:20,7,58,20
0.13,7:58:40,7,58,40
0.03,7:59:00,7,59,0
0.13,7:59:20,7,59,20
0.03,7:59:40,7,59,40
0.05,8:00:00,8,0,0
0.11,8:00:20,8,0,20
0.04,8:00:40,8,0,40
0.12,8:01:00,8,1,0
0.08,8:01:20,8,1,20
0.08,8:01:40,8,1,40
0.07,8:02:00,8,2,0
0.09,8:02:20,8,2,20
0.06,8:02:40,8,2,40
0.1,8:03:00,8,3,0
0.01,8:03:20,8,3,20
0.15,8:03:40,8,3,40
0.02,8:04:00,8,4,0
0.14,8:04:20,8,4,20
0.07,8:04:40,8,4,40
0.09,8:05:00,8,5,0
0.13,8:05:20,8,5,20
0.03,8:05:40,8,5,40
0.04,8:06:00,8,6,0
0.12,8:06:20,8,6,20
0.04,8:06:40,8,6,40
0.12,8:07:00,8,7,0
0.09,8:07:20,8,7,20
0.07,8:07:40,8,7,40
0.07,8:08:00,8,8,0
0.09,8:08:20,8,8,20
0.13,8:08:40,8,8,40
0.03,8:09:00,8,9,0
0.02,8:09:20,8,9,20
0.14,8:09:40,8,9,40
0.07,8:10:00,8,10,0
0.09,8:10:20,8,10,20
0.08,8:10:40,8,10,40
0.08,8:11:00,8,11,0
0.09,8:11:20,8,11,20
0.07,8:11:40,8,11,40
0.05,8:12:00,8,12,0
0.11,8:12:20,8,12,20
0.09,8:12:40,8,12,40
0.07,8:13:00,8,13,0
0.03,8:13:20,8,13,20
0.13,8:13:40,8,13,40
0.05,8:14:00,8,14,0
0.11,8:14:20,8,14,20
0.01,8:14:40,8,14,40
0.15,8:15:00,8,15,0
0.07,8:15:20,8,15,20
0.09,8:15:40,8,15,40
0.1,8:16:00,8,16,0
0.06,8:16:20,8,16,20
0.11,8:16:40,8,16,40
0.05,8:17:00,8,17,0
0.08,8:17:20,8,17,20
0.08,8:17:40,8,17,40
0.06,8:18:00,8,18,0
0.1,8:18:20,8,18,20
0.11,8:18:40,8,18,40
0.05,8:19:00,8,19,0
0.1,8:19:20,8,19,20
0.06,8:19:40,8,19,40
0.11,8:20:00,8,20,0
0.05,8:20:20,8,20,20
0.1,8:20:40,8,20,40
0.06,8:21:00,8,21,0
0.1,8:21:20,8,21,20
0.06,8:21:40,8,21,40
0.04,8:22:00,8,22,0
0.12,8:22:20,8,22,20
0.08,8:22:40,8,22,40
0.08,8:23:00,8,23,0
0.07,8:23:20,8,23,20
0.09,8:23:40,8,23,40
0.03,8:24:00,8,24,0
0.13,8:24:20,8,24,20
0.04,8:24:40,8,24,40
0.12,8:25:00,8,25,0
0.11,8:25:20,8,25,20
0.05,8:25:40,8,25,40
0.08,8:26:00,8,26,0
0.08,8:26:20,8,26,20
0.05,8:26:40,8,26,40
0.11,8:27:00,8,27,0
0.11,8:27:20,8,27,20
0.05,8:27:40,8,27,40
0.05,8:28:00,8,28,0
0.11,8:28:20,8,28,20
0.13,8:28:40,8,28,40
0.03,8:29:00,8,29,0
0.08,8:29:20,8,29,20
0.08,8:29:40,8,29,40
0.08,8:30:00,8,30,0
0.08,8:30:20,8,30,20
0.11,8:30:40,8,30,40
0.05,8:31:00,8,31,0
0.02,8:31:20,8,31,20
0.14,8:31:40,8,31,40
0.08,8:32:00,8,32,0
0.08,8:32:20,8,32,20
0.08,8:32:40,8,32,40
0.08,8:33:00,8,33,0
0.02,8:33:20,8,33,20
0.14,8:33:40,8,33,40
0.1,8:34:00,8,34,0
0.06,8:34:20,8,34,20
0.06,8:34:40,8,34,40
0.1,8:35:00,8,35,0
0.01,8:35:20,8,35,20
0.15,8:35:40,8,35,40
0.02,8:36:00,8,36,0
0.14,8:36:20,8,36,20
0.05,8:36:40,8,36,40
0.11,8:37:00,8,37,0
0.02,8:37:20,8,37,20
0.14,8:37:40,8,37,40
0.09,8:38:00,8,38,0
0.07,8:38:20,8,38,20
0.05,8:38:40,8,38,40
0.11,8:39:00,8,39,0
0.05,8:39:20,8,39,20
0.11,8:39:40,8,39,40
0.08,8:40:00,8,40,0
0.08,8:40:20,8,40,20
0.04,8:40:40,8,40,40
0.12,8:41:00,8,41,0
0.08,8:41:20,8,41,20
0.08,8:41:40,8,41,40
0.1,8:42:00,8,42,0
0.06,8:42:20,8,42,20
0.08,8:42:40,8,42,40
0.08,8:43:00,8,43,0
0.11,8:43:20,8,43,20
0.05,8:43:40,8,43,40
0.08,8:44:00,8,44,0
0.08,8:44:20,8,44,20
0.08,8:44:40,8,44,40
0.08,8:45:00,8,45,0
0.1,8:45:20,8,45,20
0.06,8:45:40,8,45,40
0.02,8:46:00,8,46,0
0.14,8:46:20,8,46,20
0.04,8:46:40,8,46,40
0.12,8:47:00,8,47,0
0.01,8:47:20,8,47,20
0.15,8:47:40,8,47,40
0.06,8:48:00,8,48,0
0.1,8:48:20,8,48,20
0.09,8:48:40,8,48,40
0.07,8:49:00,8,49,0
0.06,8:49:20,8,49,20
0.1,8:49:40,8,49,40
0.08,8:50:00,8,50,0
0.08,8:50:20,8,50,20
0.1,8:50:40,8,50,40
0.06,8:51:00,8,51,0
0.04,8:51:20,8,51,20
0.12,8:51:40,8,51,40
0.08,8:52:00,8,52,0
0.08,8:52:20,8,52,20
0.04,8:52:40,8,52,40
0.12,8:53:00,8,53,0
0.07,8:53:20,8,53,20
0.09,8:53:40,8,53,40
0.05,8:54:00,8,54,0
0.11,8:54:20,8,54,20
0.1,8:54:40,8,54,40
0.06,8:55:00,8,55,0
0.02,8:55:20,8,55,20
0.14,8:55:40,8,55,40
0.13,8:56:00,8,56,0
0.03,8:56:20,8,56,20
0.13,8:56:40,8,56,40
0.03,8:57:00,8,57,0
0.03,8:57:20,8,57,20
0.13,8:57:40,8,57,40
0.04,8:58:00,8,58,0
0.12,8:58:20,8,58,20
0.06,8:58:40,8,58,40
0.1,8:59:00,8,59,0
0.02,8:59:20,8,59,20
0.14,8:59:40,8,59,40
0.08,9:00:00,9,0,0
0.08,9:00:20,9,0,20
0.03,9:00:40,9,0,40
0.13,9:01:00,9,1,0
0.07,9:01:20,9,1,20
0.09,9:01:40,9,1,40
0.03,9:02:00,9,2,0
0.13,9:02:20,9,2,20
0.03,9:02:40,9,2,40
0.13,9:03:00,9,3,0
0.05,9:03:20,9,3,20
0.11,9:03:40,9,3,40
0.02,9:04:00,9,4,0
0.14,9:04:20,9,4,20
0.02,9:04:40,9,4,40
0.14,9:05:00,9,5,0
0.09,9:05:20,9,5,20
0.07,9:05:40,9,5,40
0.1,9:06:00,9,6,0
0.06,9:06:20,9,6,20
0.06,9:06:40,9,6,40
0.1,9:07:00,9,7,0
0.13,9:07:20,9,7,20
0.03,9:07:40,9,7,40
0.05,9:08:00,9,8,0
0.11,9:08:20,9,8,20
0.03,9:08:40,9,8,40
0.13,9:09:00,9,9,0
0.13,9:09:20,9,9,20
0.03,9:09:40,9,9,40
0.02,9:10:00,9,10,0
0.14,9:10:20,9,10,20
0.01,9:10:40,9,10,40
0.15,9:11:00,9,11,0
0.1,9:11:20,9,11,20
0.06,9:11:40,9,11,40
0.08,9:12:00,9,12,0
0.08,9:12:20,9,12,20
0.03,9:12:40,9,12,40
0.13,9:13:00,9,13,0
0.02,9:13:20,9,13,20
0.14,9:13:40,9,13,40
0.02,9:14:00,9,14,0
0.14,9:14:20,9,14,20
0.02,9:14:40,9,14,40
0.14,9:15:00,9,15,0
0.02,9:15:20,9,15,20
0.14,9:15:40,9,15,40
0.04,9:16:00,9,16,0
0.12,9:16:20,9,16,20
0.02,9:16:40,9,16,40
0.14,9:17:00,9,17,0
0.1,9:17:20,9,17,20
0.06,9:17:40,9,17,40
0.06,9:18:00,9,18,0
0.1,9:18:20,9,18,20
0.07,9:18:40,9,18,40
0.09,9:19:00,9,19,0
0.09,9:19:20,9,19,20
0.07,9:19:40,9,19,40
0.04,9:20:00,9,20,0
0.12,9:20:20,9,20,20
0.03,9:20:40,9,20,40
0.13,9:21:00,9,21,0
0.09,9:21:20,9,21,20
0.07,9:21:40,9,21,40
0.13,9:22:00,9,22,0
0.03,9:22:20,9,22,20
0.08,9:22:40,9,22,40
0.08,9:23:00,9,23,0
0.09,9:23:20,9,23,20
0.07,9:23:40,9,23,40
0.01,9:24:00,9,24,0
0.15,9:24:20,9,24,20
0.02,9:24:40,9,24,40
0.14,9:25:00,9,25,0
0.01,9:25:20,9,25,20
0.15,9:25:40,9,25,40
0.06,9:26:00,9,26,0
0.1,9:26:20,9,26,20
0.05,9:26:40,9,26,40
0.11,9:27:00,9,27,0
0.11,9:27:20,9,27,20
0.05,9:27:40,9,27,40
0.03,9:28:00,9,28,0
0.13,9:28:20,9,28,20
0.05,9:28:40,9,28,40
0.11,9:29:00,9,29,0
0.13,9:29:20,9,29,20
0.03,9:29:40,9,29,40
0.06,9:30:00,9,30,0
0.1,9:30:20,9,30,20
0.1,9:30:40,9,30,40
0.06,9:31:00,9,31,0
0.05,9:31:20,9,31,20
0.11,9:31:40,9,31,40
0.08,9:32:00,9,32,0
0.08,9:32:20,9,32,20
0.06,9:32:40,9,32,40
0.1,9:33:00,9,33,0
0.07,9:33:20,9,33,20
0.09,9:33:40,9,33,40
0.09,9:34:00,9,34,0
0.07,9:34:20,9,34,20
0.11,9:34:40,9,34,40
0.05,9:35:00,9,35,0
0.09,9:35:20,9,35,20
0.07,9:35:40,9,35,40
0.05,9:36:00,9,36,0
0.11,9:36:20,9,36,20
0.07,9:36:40,9,36,40
0.09,9:37:00,9,37,0
0.11,9:37:20,9,37,20
0.05,9:37:40,9,37,40
0.06,9:38:00,9,38,0
0.1,9:38:20,9,38,20
0.05,9:38:40,9,38,40
0.11,9:39:00,9,39,0
0.03,9:39:20,9,39,20
0.13,9:39:40,9,39,40
0.02,9:40:00,9,40,0
0.14,9:40:20,9,40,20
0.04,9:40:40,9,40,40
0.12,9:41:00,9,41,0
0.06,9:41:20,9,41,20
