values,time_s,h,m,s
0.14,16:04:40,16,4,40
0.02,16:05:00,16,5,0
0.14,16:05:20,16,5,20
0.06,16:05:40,16,5,40
0.1,16:06:00,16,6,0
0.1,16:06:20,16,6,20
0.06,16:06:40,16,6,40
0.04,16:07:00,16,7,0
0.12,16:07:20,16,7,20
0.05,16:07:40,16,7,40
0.11,16:08:00,16,8,0
0.06,16:08:20,16,8,20
0.1,16:08:40,16,8,40
0.13,16:09:00,16,9,0
0.03,16:09:20,16,9,20
0.03,16:09:40,16,9,40
0.13,16:10:00,16,10,0
0.09,16:10:20,16,10,20
0.07,16:10:40,16,10,40
0.11,16:11:00,16,11,0
0.05,16:11:20,16,11,20
0.11,16:11:40,16,11,40
0.05,16:12:00,16,12,0
0.06,16:12:20,16,12,20
0.1,16:12:40,16,12,40
0.13,16:13:00,16,13,0
0.03,16:13:20,16,13,20
0.13,16:13:40,16,13,40
0.03,16:14:00,16,14,0
0.07,16:14:20,16,14,20
0.09,16:14:40,16,14,40
0.03,16:15:00,16,15,0
0.13,16:15:20,16,15,20
0.07,16:15:40,16,15,40
0.09,16:16:00,16,16,0
0.1,16:16:20,16,16,20
0.06,16:16:40,16,16,40
0.01,16:17:00,16,17,0
0.15,16:17:20,16,17,20
0.1,16:17:40,16,17,40
0.06,16:18:00,16,18,0
0.07,16:18:20,16,18,20
0.09,16:18:40,16,18,40
0.09,16:19:00,16,19,0
0.07,16:19:20,16,19,20
0.03,16:19:40,16,19,40
0.13,16:20:00,16,20,0
0.1,16:20:20,16,20,20
0.06,16:20:40,16,20,40
0.03,16:21:00,16,21,0
0.13,16:21:20,16,21,20
0.07,16:21:40,16,21,40
0.09,16:22:00,16,22,0
0.08,16:22:20,16,22,20
0.08,16:22:40,16,22,40
0.07,16:23:00,16,23,0
0.09,16:23:20,16,23,20
0.09,16:23:40,16,23,40
0.07,16:24:00,16,24,0
0.09,16:24:20,16,24,20
0.07,16:24:40,16,24,40
0.13,16:25:00,16,25,0
0.03,16:25:20,16,25,20
0.09,16:25:40,16,25,40
0.07,16:26:00,16,26,0
0.11,16:26:20,16,26,20
0.05,16:26:40,16,26,40
0.07,16:27:00,16,27,0
0.09,16:27:20,16,27,20
0.02,16:27:40,16,27,40
0.14,16:28:00,16,28,0
0.1,16:28:20,16,28,20
0.06,16:28:40,16,28,40
0.11,16:29:00,16,29,0
0.05,16:29:20,16,29,20
0.03,16:29:40,16,29,40
0.13,16:30:00,16,30,0
0.13,16:30:20,16,30,20
0.03,16:30:40,16,30,40
0.08,16:31:00,16,31,0
0.08,16:31:20,16,31,20
0.08,16:31:40,16,31,40
0.08,16:32:00,16,32,0
0.01,16:32:20,16,32,20
0.15,16:32:40,16,32,40
0.1,16:33:00,16,33,0
0.06,16:33:20,16,33,20
0.13,16:33:40,16,33,40
0.03,16:34:00,16,34,0
0.08,16:34:20,16,34,20
0.08,16:34:40,16,34,40
0.03,16:35:00,16,35,0
0.13,16:35:20,16,35,20
0.05,16:35:40,16,35,40
0.11,16:36:00,16,36,0
0.11,16:36:20,16,36,20
0.05,16:36:40,16,36,40
0.02,16:37:00,16,37,0
0.14,16:37:20,16,37,20
0.04,16:37:40,16,37,40
0.12,16:38:00,16,38,0
0.07,16:38:20,16,38,20
0.09,16:38:40,16,38,40
0.11,16:39:00,16,39,0
0.05,16:39:20,16,39,20
0.03,16:39:40,16,39,40
0.13,16:40:00,16,40,0
0.09,16:40:20,16,40,20
0.07,16:40:40,16,40,40
0.08,16:41:00,16,41,0
0.08,16:41:20,16,41,20
0.05,16:41:40,16,41,40
0.11,16:42:00,16,42,0
0.04,16:42:20,16,42,20
0.12,16:42:40,16,42,40
0.04,16:43:00,16,43,0
0.12,16:43:20,16,43,20
0.09,16:43:40,16,43,40
0.07,16:44:00,16,44,0
0.05,16:44:20,16,44,20
0.11,16:44:40,16,44,40
0.05,16:45:00,16,45,0
0.11,16:45:20,16,45,20
0.09,16:45:40,16,45,40
0.07,16:46:00,16,46,0
0.08,16:46:20,16,46,20
0.08,16:46:40,16,46,40
0.04,16:47:00,16,47,0
0.12,16:47:20,16,47,20
0.05,16:47:40,16,47,40
0.11,16:48:00,16,48,0
0.13,16:48:20,16,48,20
0.03,16:48:40,16,48,40
0.07,16:49:00,16,49,0
0.09,16:49:20,16,49,20
0.11,16:49:40,16,49,40
0.05,16:50:00,16,50,0
0.1,16:50:20,16,50,20
0.06,16:50:40,16,50,40
0.08,16:51:00,16,51,0
0.08,16:51:20,16,51,20
0.11,16:51:40,16,51,40
0.05,16:52:00,16,52,0
0.05,16:52:20,16,52,20
0.11,16:52:40,16,52,40
0.07,16:53:00,16,53,0
0.09,16:53:20,16,53,20
0.07,16:53:40,16,53,40
0.09,16:54:00,16,54,0
0.07,16:54:20,16,54,20
0.09,16:54:40,16,54,40
0.06,16:55:00,16,55,0
0.1,16:55:20,16,55,20
0.08,16:55:40,16,55,40
0.08,16:56:00,16,56,0
0.11,16:56:20,16,56,20
0.05,16:56:40,16,56,40
0.08,16:57:00,16,57,0
0.08,16:57:20,16,57,20
0.03,16:57:40,16,57,40
0.13,16:58:00,16,58,0
0.13,16:58:20,16,58,20
0.03,16:58:40,16,58,40
0.08,16:59:00,16,59,0
0.08,16:59:20,16,59,20
0.13,16:59:40,16,59,40
0.03,17:00:00,17,0,0
0.11,17:00:20,17,0,20
0.05,17:00:40,17,0,40
0.08,17:01:00,17,1,0
0.08,17:01:20,17,1,20
0.05,17:01:40,17,1,40
0.11,17:02:00,17,2,0
0.03,17:02:20,17,2,20
0.13,17:02:40,17,2,40
0.07,17:03:00,17,3,0
0.09,17:03:20,17,3,20
0.1,17:03:40,17,3,40
0.06,17:04:00,17,4,0
0.02,17:04:20,17,4,20
0.14,17:04:40,17,4,40
0.1,17:05:00,17,5,0
0.06,17:05:20,17,5,20
0.03,17:05:40,17,5,40
0.13,17:06:00,17,6,0
0.13,17:06:20,17,6,20
0.03,17:06:40,17,6,40
0.05,17:07:00,17,7,0
0.11,17:07:20,17,7,20
0.11,17:07:40,17,7,40
0.05,17:08:00,17,8,0
0.1,17:08:20,17,8,20
0.06,17:08:40,17,8,40
0.05,17:09:00,17,9,0
0.11,17:09:20,17,9,20
0.02,17:09:40,17,9,40
0.14,17:10:00,17,10,0
0.07,17:10:20,17,10,20
0.09,17:10:40,17,10,40
0.1,17:11:00,17,11,0
0.06,17:11:20,17,11,20
0.07,17:11:40,17,11,40
0.09,17:12:00,17,12,0
0.05,17:12:20,17,12,20
0.11,17:12:40,17,12,40
0.13,17:13:00,17,13,0
0.03,17:13:20,17,13,20
0.09,17:13:40,17,13,40
0.07,17:14:00,17,14,0
0.09,17:14:20,17,14,20
0.07,17:14:40,17,14,40
0.1,17:15:00,17,15,0
0.06,17:15:20,17,15,20
0.11,17:15:40,17,15,40
0.05,17:16:00,17,16,0
0.04,17:16:20,17,16,20
0.12,17:16:40,17,16,40
0.06,17:17:00,17,17,0
0.1,17:17:20,17,17,20
0.06,17:17:40,17,17,40
0.1,17:18:00,17,18,0
0.07,17:18:20,17,18,20
0.09,17:18:40,17,18,40
0.04,17:19:00,17,19,0
0.12,17:19:20,17,19,20
0.1,17:19:40,17,19,40
0.06,17:20:00,17,20,0
0.09,17:20:20,17,20,20
0.07,17:20:40,17,20,40
0.13,17:21:00,17,21,0
0.03,17:21:20,17,21,20
0.07,17:21:40,17,21,40
0.09,17:22:00,17,22,0
0.1,17:22:20,17,22,20
0.06,17:22:40,17,22,40
0.03,17:23:00,17,23,0
0.13,17:23:20,17,23,20
0.05,17:23:40,17,23,40
0.11,17:24:00,17,24,0
0.02,17:24:20,17,24,20
0.14,17:24:40,17,24,40
0.08,17:25:00,17,25,0
0.08,17:25:20,17,25,20
0.03,17:25:40,17,25,40
0.13,17:26:00,17,26,0
0.13,17:26:20,17,26,20
0.03,17:26:40,17,26,40
0.06,17:27:00,17,27,0
0.1,17:27:20,17,27,20
0.11,17:27:40,17,27,40
0.05,17:28:00,17,28,0
0.11,17:28:20,17,28,20
0.05,17:28:40,17,28,40
0.09,17:29:00,17,29,0
0.07,17:29:20,17,29,20
0.1,17:29:40,17,29,40
0.06,17:30:00,17,30,0
0.05,17:30:20,17,30,20
0.11,17:30:40,17,30,40
0.1,17:31:00,17,31,0
0.06,17:31:20,17,31,20
0.06,17:31:40,17,31,40
0.1,17:32:00,17,32,0
0.07,17:32:20,17,32,20
0.09,17:32:40,17,32,40
0.13,17:33:00,17,33,0
0.03,17:33:20,17,33,20
0.04,17:33:40,17,33,40
0.12,17:34:00,17,34,0
0.06,17:34:20,17,34,20
0.1,17:34:40,17,34,40
0.09,17:35:00,17,35,0
0.07,17:35:20,17,35,20
0.06,17:35:40,17,35,40
0.1,17:36:00,17,36,0
0.01,17:36:20,17,36,20
0.15,17:36:40,17,36,40
0.08,17:37:00,17,37,0
0.08,17:37:20,17,37,20
0.02,17:37:40,17,37,40
0.14,17:38:00,17,38,0
0.1,17:38:20,17,38,20
0.06,17:38:40,17,38,40
0.02,17:39:00,17,39,0
0.14,17:39:20,17,39,20
0.13,17:39:40,17,39,40
0.03,17:40:00,17,40,0
0.1,17:40:20,17,40,20
0.06,17:40:40,17,40,40
0.1,17:41:00,17,41,0
0.06,17:41:20,17,41,20
0.1,17:41:40,17,41,40
0.06,17:42:00,17,42,0
0.07,17:42:20,17,42,20
0.09,17:42:40,17,42,40
0.1,17:43:00,17,43,0
0.06,17:43:20,17,43,20
0.09,17:43:40,17,43,40
0.07,17:44:00,17,44,0
0.11,17:44:20,17,44,20
0.05,17:44:40,17,44,40
0.06,17:45:00,17,45,0
0.1,17:45:20,17,45,20
0.03,17:45:40,17,45,40
0.13,17:46:00,17,46,0
0.04,17:46:20,17,46,20
0.12,17:46:40,17,46,40
0.09,17:47:00,17,47,0
0.07,17:47:20,17,47,20
0.02,17:47:40,17,47,40
0.14,17:48:00,17,48,0
0.13,17:48:20,17,48,20
0.03,17:48:40,17,48,40
0.04,17:49:00,17,49,0
0.12,17:49:20,17,49,20
0.06,17:49:40,17,49,40
0.1,17:50:00,17,50,0
0.1,17:50:20,17,50,20
0.06,17:50:40,17,50,40
0.06,17:51:00,17,51,0
0.1,17:51:20,17,51,20
0.11,17:51:40,17,51,40
0.05,17:52:00,17,52,0
0.03,17:52:20,17,52,20
0.13,17:52:40,17,52,40
0.03,17:53:00,17,53,0
0.13,17:53:20,17,53,20
0.01,17:53:40,17,53,40
0.15,17:54:00,17,54,0
0.07,17:54:20,17,54,20
0.09,17:54:40,17,54,40
0.13,17:55:00,17,55,0
0.03,17:55:20,17,55,20
0.13,17:55:40,17,55,40
0.03,17:56:00,17,56,0
0.03,17:56:20,17,56,20
0.13,17:56:40,17,56,40
0.1,17:57:00,17,57,0
0.06,17:57:20,17,57,20
0.06,17:57:40,17,57,40
0.1,17:58:00,17,58,0
0.13,17:58:20,17,58,20
0.03,17:58:40,17,58,40
0.13,17:59:00,17,59,0
0.03,17:59:20,17,59,20
0.08,17:59:40,17,59,40
0.08,18:00:00,18,0,0
0.08,18:00:20,18,0,20
0.08,18:00:40,18,0,40
0.06,18:01:00,18,1,0
0.1,18:01:20,18,1,20
0.07,18:01:40,18,1,40
0.09,18:02:00,18,2,0
0.11,18:02:20,18,2,20
0.05,18:02:40,18,2,40
0.02,18:03:00,18,3,0
0.14,18:03:20,18,3,20
0.05,18:03:40,18,3,40
0.11,18:04:00,18,4,0
0.1,18:04:20,18,4,20
0.06,18:04:40,18,4,40
0.06,18:05:00,18,5,0
0.1,18:05:20,18,5,20
0.04,18:05:40,18,5,40
0.12,18:06:00,18,6,0
0.02,18:06:20,18,6,20
0.14,18:06:40,18,6,40
0.1,18:07:00,18,7,0
0.06,18:07:20,18,7,20
0.02,18:07:40,18,7,40
0.14,18:08:00,18,8,0
0.06,18:08:20,18,8,20
0.1,18:08:40,18,8,40
0.06,18:09:00,18,9,0
0.1,18:09:20,18,9,20
0.04,18:09:40,18,9,40
0.12,18:10:00,18,10,0
0.02,18:10:20,18,10,20
0.14,18:10:40,18,10,40
0.1,18:11:00,18,11,0
0.06,18:11:20,18,11,20
0.08,18:11:40,18,11,40
0.08,18:12:00,18,12,0
0.11,18:12:20,18,12,20
0.05,18:12:40,18,12,40
0.09,18:13:00,18,13,0
0.07,18:13:20,18,13,20
0.02,18:13:40,18,13,40
0.14,18:14:00,18,14,0
0.11,18:14:20,18,14,20
0.05,18:14:40,18,14,40
0.01,18:15:00,18,15,0
0.15,18:15:20,18,15,20
0.08,18:15:40,18,15,40
0.08,18:16:00,18,16,0
0.05,18:16:20,18,16,20
0.11,18:16:40,18,16,40
0.04,18:17:00,18,17,0
0.12,18:17:20,18,17,20
0.13,18:17:40,18,17,40
0.03,18:18:00,18,18,0
0.1,18:18:20,18,18,20
0.06,18:18:40,18,18,40
0.02,18:19:00,18,19,0
0.14,18:19:20,18,19,20
0.09,18:19:40,18,19,40
0.07,18:20:00,18,20,0
0.08,18:20:20,18,20,20
0.08,18:20:40,18,20,40
0.09,18:21:00,18,21,0
0.07,18:21:20,18,21,20
0.05,18:21:40,18,21,40
0.11,18:22:00,18,22,0
0.07,18:22:20,18,22,20
0.09,18:22:40,18,22,40
0.09,18:23:00,18,23,0
0.07,18:23:20,18,23,20
0.02,18:23:40,18,23,40
0.14,18:24:00,18,24,0
0.09,18:24:20,18,24,20
0.07,18:24:40,18,24,40
0.05,18:25:00,18,25,0
0.11,18:25:20,18,25,20
0.05,18:25:40,18,25,40
0.11,18:26:00,18,26,0
0.08,18:26:20,18,26,20
0.08,18:26:40,18,26,40
0.1,18:27:00,18,27,0
0.06,18:27:20,18,27,20
0.03,18:27:40,18,27,40
0.13,18:28:00,18,28,0
0.11,18:28:20,18,28,20
0.05,18:28:40,18,28,40
0.09,18:29:00,18,29,0
0.07,18:29:20,18,29,20
0.11,18:29:40,18,29,40
0.05,18:30:00,18,30,0
0.01,18:30:20,18,30,20
0.15,18:30:40,18,30,40
0.09,18:31:00,18,31,0
0.07,18:31:20,18,31,20
0.13,18:31:40,18,31,40
0.03,18:32:00,18,32,0
0.08,18:32:20,18,32,20
0.08,18:32:40,18,32,40
0.06,18:33:00,18,33,0
0.1,18:33:20,18,33,20
0.09,18:33:40,18,33,40
0.07,18:34:00,18,34,0
0.02,18:34:20,18,34,20
0.14,18:34:40,18,34,40
0.01,18:35:00,18,35,0
0.15,18:35:20,18,35,20
0.02,18:35:40,18,35,40
0.14,18:36:00,18,36,0
0.06,18:36:20,18,36,20
0.1,18:36:40,18,36,40
0.05,18:37:00,18,37,0
0.11,18:37:20,18,37,20
0.08,18:37:40,18,37,40
0.08,18:38:00,18,38,0
0.06,18:38:20,18,38,20
0.1,18:38:40,18,38,40
0.13,18:39:00,18,39,0
0.03,18:39:20,18,39,20
0.1,18:39:40,18,39,40
0.06,18:40:00,18,40,0
0.09,18:40:20,18,40,20
0.07,18:40:40,18,40,40
0.13,18:41:00,18,41,0
0.03,18:41:20,18,41,20
0.06,18:41:40,18,41,40
0.1,18:42:00,18,42,0
0.09,18:42:20,18,42,20
0.07,18:42:40,18,42,40
0.06,18:43:00,18,43,0
0.1,18:43:20,18,43,20
0.11,18:43:40,18,43,40
0.05,18:44:00,18,44,0
0.04,18:44:20,18,44,20
0.12,18:44:40,18,44,40
0.11,18:45:00,18,45,0
0.05,18:45:20,18,45,20
0.09,18:45:40,18,45,40
0.07,18:46:00,18,46,0
0.01,18:46:20,18,46,20
0.15,18:46:40,18,46,40
0.07,18:47:00,18,47,0
0.09,18:47:20,18,47,20
0.08,18:47:40,18,47,40
0.08,18:48:00,18,48,0
0.13,18:48:20,18,48,20
0.03,18:48:40,18,48,40
0.06,18:49:00,18,49,0
0.1,18:49:20,18,49,20
0.03,18:49:40,18,49,40
0.13,18:50:00,18,50,0
0.03,18:50:20,18,50,20
0.13,18:50:40,18,50,40
0.02,18:51:00,18,51,0
0.14,18:51:20,18,51,20
0.03,18:51:40,18,51,40
0.13,18:52:00,18,52,0
0.02,18:52:20,18,52,20
0.14,18:52:40,18,52,40
0.04,18:53:00,18,53,0
0.12,18:53:20,18,53,20
0.06,18:53:40,18,53,40
0.1,18:54:00,18,54,0
0.11,18:54:20,18,54,20
0.05,18:54:40,18,54,40
0.06,18:55:00,18,55,0
0.1,18:55:20,18,55,20
0.1,18:55:40,18,55,40
0.06,18:56:00,18,56,0
0.05,18:56:20,18,56,20
0.11,18:56:40,18,56,40
0.03,18:57:00,18,57,0
0.13,18:57:20,18,57,20
0.13,18:57:40,18,57,40
0.03,18:58:00,18,58,0
0.13,18:58:20,18,58,20
0.03,18:58:40,18,58,40
0.11,18:59:00,18,59,0
0.05,18:59:20,18,59,20
0.1,18:59:40,18,59,40
0.06,19:00:00,19,0,0
0.03,19:00:20,19,0,20
0.13,19:00:40,19,0,40
0.1,19:01:00,19,1,0
0.06,19:01:20,19,1,20
0.01,19:01:40,19,1,40
0.15,19:02:00,19,2,0
0.05,19:02:20,19,2,20
0.11,19:02:40,19,2,40
0.04,19:03:00,19,3,0
0.12,19:03:20,19,3,20
0.11,19:03:40,19,3,40
0.05,19:04:00,19,4,0
0.11,19:04:20,19,4,20
0.05,19:04:40,19,4,40
0.08,19:05:00,19,5,0
0.08,19:05:20,19,5,20
0.06,19:05:40,19,5,40
0.1,19:06:00,19,6,0
0.06,19:06:20,19,6,20
0.1,19:06:40,19,6,40
0.09,19:07:00,19,7,0
0.07,19:07:20,19,7,20
0.09,19:07:40,19,7,40
0.07,19:08:00,19,8,0
0.04,19:08:20,19,8,20
0.12,19:08:40,19,8,40
0.07,19:09:00,19,9,0
0.09,19:09:20,19,9,20
0.11,19:09:40,19,9,40
0.05,19:10:00,19,10,0
0.13,19:10:20,19,10,20
0.03,19:10:40,19,10,40
0.13,19:11:00,19,11,0
0.03,19:11:20,19,11,20
0.09,19:11:40,19,11,40
0.07,19:12:00,19,12,0
0.13,19:12:20,19,12,20
0.03,19:12:40,19,12,40
0.04,19:13:00,19,13,0
0.12,19:13:20,19,13,20
0.11,19:13:40,19,13,40
0.05,19:14:00,19,14,0
0.02,19:14:20,19,14,20
0.14,19:14:40,19,14,40
0.02,19:15:00,19,15,0
0.14,19:15:20,19,15,20
0.06,19:15:40,19,15,40
0.1,19:16:00,19,16,0
0.07,19:16:20,19,16,20
0.09,19:16:40,19,16,40
0.02,19:17:00,19,17,0
0.14,19:17:20,19,17,20
0.13,19:17:40,19,17,40
0.03,19:18:00,19,18,0
0.06,19:18:20,19,18,20
0.1,19:18:40,19,18,40
0.05,19:19:00,19,19,0
0.11,19:19:20,19,19,20
0.09,19:19:40,19,19,40
0.07,19:20:00,19,20,0
0.11,19:20:20,19,20,20
0.05,19:20:40,19,20,40
0.02,19:21:00,19,21,0
0.14,19:21:20,19,21,20
0.09,19:21:40,19,21,40
0.07,19:22:00,19,22,0
0.07,19:22:20,19,22,20
0.09,19:22:40,19,22,40
0.1,19:23:00,19,23,0
0.06,19:23:20,19,23,20
0.06,19:23:40,19,23,40
0.1,19:24:00,19,24,0
0.06,19:24:20,19,24,20
0.1,19:24:40,19,24,40
0.07,19:25:00,19,25,0
0.09,19:25:20,19,25,20
0.07,19:25:40,19,25,40
0.09,19:26:00,19,26,0
0.06,19:26:20,19,26,20
0.1,19:26:40,19,26,40
0.09,19:27:00,19,27,0
0.07,19:27:20,19,27,20
0.06,19:27:40,19,27,40
0.1,19:28:00,19,28,0
0.1,19:28:20,19,28,20
0.06,19:28:40,19,28,40
0.03,19:29:00,19,29,0
0.13,19:29:20,19,29,20
0.06,19:29:40,19,29,40
0.1,19:30:00,19,30,0
0.13,19:30:20,19,30,20
0.03,19:30:40,19,30,40
0.05,19:31:00,19,31,0
0.11,19:31:20,19,31,20
0.13,19:31:40,19,31,40
0.03,19:32:00,19,32,0
0.02,19:32:20,19,32,20
0.14,19:32:40,19,32,40
0.13,19:33:00,19,33,0
0.03,19:33:20,19,33,20
0.03,19:33:40,19,33,40
0.13,19:34:00,19,34,0
0.05,19:34:20,19,34,20
0.11,19:34:40,19,34,40
0.13,19:35:00,19,35,0
0.03,19:35:20,19,35,20
0.03,19:35:40,19,35,40
0.13,19:36:00,19,36,0
0.11,19:36:20,19,36,20
0.05,19:36:40,19,36,40
0.11,19:37:00,19,37,0
0.05,19:37:20,19,37,20
0.13,19:37:40,19,37,40
0.03,19:38:00,19,38,0
0.06,19:38:20,19,38,20
0.1,19:38:40,19,38,40
0.04,19:39:00,19,39,0
0.12,19:39:20,19,39,20
0.1,19:39:40,19,39,40
0.06,19:40:00,19,40,0
0.01,19:40:20,19,40,20
0.15,19:40:40,19,40,40
0.06,19:41:00,19,41,0
0.1,19:41:20,19,41,20
0.01,19:41:40,19,41,40
0.15,19:42:00,19,42,0
0.13,19:42:20,19,42,20
0.03,19:42:40,19,42,40
0.11,19:43:00,19,43,0
0.05,19:43:20,19,43,20
0.13,19:43:40,19,43,40
0.03,19:44:00,19,44,0
0.05,19:44:20,19,44,20
0.11,19:44:40,19,44,40
0.06,19:45:00,19,45,0
0.1,19:45:20,19,45,20
0.07,19:45:40,19,45,40
0.09,19:46:00,19,46,0
0.13,19:46:20,19,46,20
0.03,19:46:40,19,46,40
0.1,19:47:00,19,47,0
0.06,19:47:20,19,47,20
0.11,19:47:40,19,47,40
0.05,19:48:00,19,48,0
0.1,19:48:20,19,48,20
0.06,19:48:40,19,48,40
0.01,19:49:00,19,49,0
0.15,19:49:20,19,49,20
0.09,19:49:40,19,49,40
0.07,19:50:00,19,50,0
0.06,19:50:20,19,50,20
0.1,19:50:40,19,50,40
0.03,19:51:00,19,51,0
0.13,19:51:20,19,51,20
0.01,19:51:40,19,51,40
0.15,19:52:00,19,52,0
0.08,19:52:20,19,52,20
0.08,19:52:40,19,52,40
0.03,19:53:00,19,53,0
0.13,19:53:20,19,53,20
0.07,19:53:40,19,53,40
0.09,19:54:00,19,54,0
0.02,19:54:20,19,54,20
0.14,19:54:40,19,54,40
0.1,19:55:00,19,55,0
0.06,19:55:20,19,55,20
0.09,19:55:40,19,55,40
0.07,19:56:00,19,56,0
0.03,19:56:20,19,56,20
0.13,19:56:40,19,56,40
0.13,19:57:00,19,57,0
0.03,19:57:20,19,57,20
0.03,19:57:40,19,57,40
0.13,19:58:00,19,58,0
0.06,19:58:20,19,58,20
0.1,19:58:40,19,58,40
0.06,19:59:00,19,59,0
0.1,19:59:20,19,59,20
0.02,19:59:40,19,59,40
0.14,20:00:00,20,0,0
0.04,20:00:20,20,0,20
0.12,20:00:40,20,0,40
0.05,20:01:00,20,1,0
0.11,20:01:20,20,1,20
0.02,20:01:40,20,1,40
0.14,20:02:00,20,2,0
0.03,20:02:20,20,2,20
0.13,20:02:40,20,2,40
0.08,20:03:00,20,3,0
0.08,20:03:20,20,3,20
0.05,20:03:40,20,3,40
0.11,20:04:00,20,4,0
0.11,20:04:20,20,4,20
0.05,20:04:40,20,4,40
0.1,20:05:00,20,5,0
0.06,20:05:20,20,5,20
0.08,20:05:40,20,5,40
0.08,20:06:00,20,6,0
0.05,20:06:20,20,6,20
0.11,20:06:40,20,6,40
0.13,20:07:00,20,7,0
0.03,20:07:20,20,7,20
0.04,20:07:40,20,7,40
0.12,20:08:00,20,8,0
0.08,20:08:20,20,8,20
0.08,20:08:40,20,8,40
0.08,20:09:00,20,9,0
0.08,20:09:20,20,9,20
0.04,20:09:40,20,9,40
0.12,20:10:00,20,10,0
0.07,20:10:20,20,10,20
0.09,20:10:40,20,10,40
0.05,20:11:00,20,11,0
0.11,20:11:20,20,11,20
0.01,20:11:40,20,11,40
0.15,20:12:00,20,12,0
0.07,20:12:20,20,12,20
0.09,20:12:40,20,12,40
0.02,20:13:00,20,13,0
0.14,20:13:20,20,13,20
0.13,20:13:40,20,13,40
0.03,20:14:00,20,14,0
0.11,20:14:20,20,14,20
0.05,20:14:40,20,14,40
0.11,20:15:00,20,15,0
0.05,20:15:20,20,15,20
0.03,20:15:40,20,15,40
0.13,20:16:00,20,16,0
0.13,20:16:20,20,16,20
0.03,20:16:40,20,16,40
0.11,20:17:00,20,17,0
0.05,20:17:20,20,17,20
0.11,20:17:40,20,17,40
0.05,20:18:00,20,18,0
0.04,20:18:20,20,18,20
0.12,20:18:40,20,18,40
0.11,20:19:00,20,19,0
0.05,20:19:20,20,19,20
0.04,20:19:40,20,19,40
0.12,20:20:00,20,20,0
0.07,20:20:20,20,20,20
0.09,20:20:40,20,20,40
0.05,20:21:00,20,21,0
0.11,20:21:20,20,21,20
0.06,20:21:40,20,21,40
0.1,20:22:00,20,22,0
0.02,20:22:20,20,22,20
0.14,20:22:40,20,22,40
0.03,20:23:00,20,23,0
0.13,20:23:20,20,23,20
0.11,20:23:40,20,23,40
0.05,20:24:00,20,24,0
0.08,20:24:20,20,24,20
0.08,20:24:40,20,24,40
0.02,20:25:00,20,25,0
0.14,20:25:20,20,25,20
0.05,20:25:40,20,25,40
0.11,20:26:00,20,26,0
0.13,20:26:20,20,26,20
0.03,20:26:40,20,26,40
0.06,20:27:00,20,27,0
0.1,20:27:20,20,27,20
0.03,20:27:40,20,27,40
0.13,20:28:00,20,28,0
0.03,20:28:20,20,28,20
0.13,20:28:40,20,28,40
0.08,20:29:00,20,29,0
0.08,20:29:20,20,29,20
0.02,20:29:40,20,29,40
0.14,20:30:00,20,30,0
0.04,20:30:20,20,30,20
0.12,20:30:40,20,30,40
0.08,20:31:00,20,31,0
0.08,20:31:20,20,31,20
0.08,20:31:40,20,31,40
0.08,20:32:00,20,32,0
0.08,20:32:20,20,32,20
0.08,20:32:40,20,32,40
0.13,20:33:00,20,33,0
0.03,20:33:20,20,33,20
0.13,20:33:40,20,33,40
0.03,20:34:00,20,34,0
0.02,20:34:20,20,34,20
0.14,20:34:40,20,34,40
0.09,20:35:00,20,35,0
0.07,20:35:20,20,35,20
0.08,20:35:40,20,35,40
0.08,20:36:00,20,36,0
0.06,20:36:20,20,36,20
0.1,20:36:40,20,36,40
0.09,20:37:00,20,37,0
0.07,20:37:20,20,37,20
0.08,20:37:40,20,37,40
0.08,20:38:00,20,38,0
0.09,20:38:20,20,38,20
0.07,20:38:40,20,38,40
0.01,20:39:00,20,39,0
0.15,20:39:20,20,39,20
0.13,20:39:40,20,39,40
0.03,20:40:00,20,40,0
0.03,20:40:20,20,40,20
0.13,20:40:40,20,40,40
0.1,20:41:00,20,41,0
0.06,20:41:20,20,41,20
0.11,20:41:40,20,41,40
0.05,20:42:00,20,42,0
0.04,20:42:20,20,42,20
0.12,20:42:40,20,42,40
0.13,20:43:00,20,43,0
0.03,20:43:20,20,43,20
0.02,20:43:40,20,43,40
0.14,20:44:00,20,44,0
0.11,20:44:20,20,44,20
0.05,20:44:40,20,44,40
0.05,20:45:00,20,45,0
0.11,20:45:20,20,45,20
0.1,20:45:40,20,45,40
0.06,20:46:00,20,46,0
0.04,20:46:20,20,46,20
0.12,20:46:40,20,46,40
0.05,20:47:00,20,47,0
0.11,20:47:20,20,47,20
0.05,20:47:40,20,47,40
0.11,20:48:00,20,48,0
0.08,20:48:20,20,48,20
0.08,20:48:40,20,48,40
0.11,20:49:00,20,49,0
0.05,20:49:20,20,49,20
0.02,20:49:40,20,49,40
0.14,20:50:00,20,50,0
0.04,20:50:20,20,50,20
0.12,20:50:40,20,50,40
0.05,20:51:00,20,51,0
0.11,20:51:20,20,51,20
0.08,20:51:40,20,51,40
0.08,20:52:00,20,52,0
0.13,20:52:20,20,52,20
0.03,20:52:40,20,52,40
0.04,20:53:00,20,53,0
0.12,20:53:20,20,53,20
0.07,20:53:40,20,53,40
0.09,20:54:00,20,54,0
0.02,20:54:20,20,54,20
0.14,20:54:40,20,54,40
0.11,20:55:00,20,55,0
0.05,20:55:20,20,55,20
0.11,20:55:40,20,55,40
